,Longitude,Latitude,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
4011,-121.7321317869409,38.57989837641671,1.0,1924167.0,29.1482,29.1482,Sacramento,"(38.5677, -121.4685)",[29.1482],[1924167],['Sacramento'],"[(38.5677, -121.4685)]",
4012,-121.71055922991512,37.69996322766818,2.0,186425.0,6.4701,28.0158,Livermore,"(37.6868, -121.7607)","[6.4701, 28.0158]","[88403, 98022]","['Livermore', 'Tracy']","[(37.6868, -121.7607), (37.7269, -121.4523)]",
4013,-121.71055922991512,38.794993634999685,1.0,129536.0,44.1006,44.1006,Yuba City,"(39.1357, -121.6383)",[44.1006],[129536],['Yuba City'],"[(39.1357, -121.6383)]",
4014,-121.68898667288934,36.66359516358658,1.0,199290.0,8.5069,8.5069,Salinas,"(36.6883, -121.6317)",[8.5069],[199290],['Salinas'],"[(36.6883, -121.6317)]",
4015,-121.6458415588378,39.65537466933158,1.0,112132.0,25.445700000000002,25.445700000000002,Chico,"(39.7578, -121.8161)",[25.445700000000002],[112132],['Chico'],"[(39.7578, -121.8161)]",
4016,-121.4732611026316,38.2865866601672,1.0,175510.0,28.4365,28.4365,Elk Grove,"(38.4161, -121.3842)",[28.4365],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4017,-121.4732611026316,38.44301957550027,1.0,175510.0,10.1961,10.1961,Elk Grove,"(38.4161, -121.3842)",[10.1961],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4018,-121.4732611026316,38.52123603316681,1.0,1924167.0,6.5248,6.5248,Sacramento,"(38.5677, -121.4685)",[6.5248],[1924167],['Sacramento'],"[(38.5677, -121.4685)]",
4019,-121.4732611026316,38.57989837641671,1.0,1924167.0,2.1736999999999997,2.1736999999999997,Sacramento,"(38.5677, -121.4685)",[2.1736999999999997],[1924167],['Sacramento'],"[(38.5677, -121.4685)]",
4020,-121.43011598858006,36.85913630775292,1.0,114461.0,26.6785,26.6785,Gilroy,"(37.0046, -121.5854)",[26.6785],[114461],['Gilroy'],"[(37.0046, -121.5854)]",
4021,-121.43011598858006,38.3452490034171,1.0,175510.0,13.1996,13.1996,Elk Grove,"(38.4161, -121.3842)",[13.1996],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4022,-121.40854343155428,38.3452490034171,1.0,175510.0,11.6652,11.6652,Elk Grove,"(38.4161, -121.3842)",[11.6652],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4023,-121.40854343155428,38.36480311783374,1.0,175510.0,10.5981,10.5981,Elk Grove,"(38.4161, -121.3842)",[10.5981],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4024,-121.40854343155428,38.52123603316681,2.0,2020076.0,9.0979,11.7389,Sacramento,"(38.5677, -121.4685)","[9.0979, 11.7389]","[1924167, 95909]","['Sacramento', 'Arden-Arcade']","[(38.5677, -121.4685), (38.6017, -121.3845)]",
4025,-121.3869708745285,38.36480311783374,1.0,175510.0,8.319600000000001,8.319600000000001,Elk Grove,"(38.4161, -121.3842)",[8.319600000000001],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4026,-121.3869708745285,38.794993634999685,1.0,145687.0,8.648399999999999,8.648399999999999,Roseville,"(38.7703, -121.3196)",[8.648399999999999],[145687],['Roseville'],"[(38.7703, -121.3196)]",
4027,-121.34382576047696,38.24747843133393,1.0,175510.0,25.1798,25.1798,Elk Grove,"(38.4161, -121.3842)",[25.1798],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4028,-121.17124530427076,38.63856071966661,2.0,183430.0,18.7144,30.997799999999998,Citrus Heights,"(38.6948, -121.288)","[18.7144, 30.997799999999998]","[87521, 95909]","['Citrus Heights', 'Arden-Arcade']","[(38.6948, -121.288), (38.6017, -121.3845)]",
4029,-121.10652763319344,38.3452490034171,1.0,175510.0,36.6248,36.6248,Elk Grove,"(38.4161, -121.3842)",[36.6248],[175510],['Elk Grove'],"[(38.4161, -121.3842)]",
4030,-121.10652763319344,38.892764207082855,1.0,145687.0,28.4522,28.4522,Roseville,"(38.7703, -121.3196)",[28.4522],[145687],['Roseville'],"[(38.7703, -121.3196)]",
4031,-120.955519734013,37.64130088441828,1.0,382994.0,5.336,5.336,Modesto,"(37.6375, -121.0028)",[5.336],[382994],['Modesto'],"[(37.6375, -121.0028)]",
4032,-120.71822160672949,35.646781213921614,1.0,142230.0,103.1798,103.1798,Santa Maria,"(34.9333, -120.4431)",[103.1798],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4033,-120.65350393565215,35.68588944275488,1.0,142230.0,107.1353,107.1353,Santa Maria,"(34.9333, -120.4431)",[107.1353],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4034,-120.58878626457484,35.66633532833824,1.0,142230.0,111.4337,111.4337,Santa Maria,"(34.9333, -120.4431)",[111.4337],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4035,-120.50249603647174,34.74729195075645,1.0,142230.0,30.1758,30.1758,Santa Maria,"(34.9333, -120.4431)",[30.1758],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4036,-120.48092347944596,35.06015778142259,1.0,142230.0,18.5337,18.5337,Santa Maria,"(34.9333, -120.4431)",[18.5337],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4037,-120.41620580836864,36.58537870592004,2.0,240389.0,74.6841,103.4982,Madera,"(36.963, -120.0778)","[74.6841, 103.4982]","[82772, 157617]","['Madera', 'Merced']","[(36.963, -120.0778), (37.3057, -120.4779)]",
4038,-120.39463325134288,36.17474230317073,2.0,178231.0,75.8368,105.2222,Hanford,"(36.3274, -119.6549)","[75.8368, 105.2222]","[95459, 82772]","['Hanford', 'Madera']","[(36.3274, -119.6549), (36.963, -120.0778)]",
4039,-120.39463325134288,36.56582459150341,2.0,802330.0,74.27980000000001,75.8099,Madera,"(36.963, -120.0778)","[74.27980000000001, 75.8099]","[82772, 719558]","['Madera', 'Fresno']","[(36.963, -120.0778), (36.783, -119.7939)]",
4040,-120.39463325134288,36.58537870592004,2.0,802330.0,75.1092,76.6393,Madera,"(36.963, -120.0778)","[75.1092, 76.6393]","[82772, 719558]","['Madera', 'Fresno']","[(36.963, -120.0778), (36.783, -119.7939)]",
