Latitude,Longitude,solar_farm_present
35.72700119,-119.901001,1
34.60319901,-117.9369965,1
34.51259995,-117.387001,1
36.70819855,-121.7689972,1
38.55479813,-121.4169998,1
36.20449829,-119.4179993,1
38.30099869,-121.9649963,1
41.03129959,-121.4250031,1
36.66740036,-119.4169998,1
39.29180145,-121.6699982,1
37.35089874,-120.5070038,1
38.40000153,-121.9629974,1
37.97230148,-121.7200012,1
37.92060089,-121.7559967,1
36.31840134,-119.2139969,1
37.26869965,-120.4830017,1
37.26729965,-120.4830017,1
38.58520126,-121.4670029,1
36.18640137,-119.3779984,1
33.71220016,-117.072998,1
34.54980087,-117.4670029,1
34.5489006,-117.4670029,1
38.52099991,-121.9940033,1
37.05780029,-120.6490021,1
36.72180176,-120.4300003,1
36.12670136,-120.2429962,1
36.12609863,-120.2480011,1
39.69910049,-122.1750031,1
34.87039948,-118.3669968,1
35.02170181,-118.2900009,1
37.01890183,-120.961998,1
35.82989883,-120.2949982,1
34.66239929,-118.0849991,1
34.55379868,-117.3700027,1
34.55379868,-117.3769989,1
32.80099869,-115.5459976,1
35.87149811,-119.4649963,1
35.02330017,-118.1719971,1
35.63190079,-119.5770035,1
34.64899826,-118.0849991,1
34.82410049,-118.4410019,1
34.84420013,-118.4459991,1
35.32109833,-118.8119965,1
35.32820129,-118.8209991,1
34.40610123,-116.8619995,1
35.4239006,-119.6289978,1
34.68579864,-117.3450012,1
34.72060013,-118.302002,1
33.21060181,-117.1780014,1
36.94129944,-119.9629974,1
36.71630096,-120.4140015,1
35.66820145,-119.8759995,1
33.68840027,-115.1999969,1
34.72570038,-118.3219986,1
33.74020004,-115.3519974,1
33.75310135,-115.3460007,1
34.16889954,-119.0540009,1
33.86119843,-117.2139969,1
34.6257019,-117.3690033,1
38.0970993,-122.1409988,1
40.9673996,-124.1039963,1
38.62919998,-120.9830017,1
35.01860046,-118.1240005,1
35.84560013,-119.0569992,1
35.84640121,-119.0660019,1
35.85029984,-119.026001,1
34.6867981,-118.3119965,1
36.37480164,-120.1340027,1
36.38199997,-120.1340027,1
33.6242981,-114.6989975,1
33.16540146,-115.5410004,1
38.38639832,-121.9489975,1
32.61830139,-116.1320038,1
38.70019913,-121.586998,1
34.66600037,-118.3040009,1
36.52209854,-120.1460037,1
33.54740143,-115.9779968,1
34.82080078,-118.4410019,1
40.37269974,-120.2649994,1
34.71480179,-118.2740021,1
34.71490097,-118.310997,1
34.65579987,-118.2939987,1
34.69260025,-118.2860031,1
34.6780014,-118.3050003,1
34.8362999,-118.5419998,1
34.71649933,-118.2819977,1
34.66159821,-118.086998,1
34.57899857,-117.5790024,1
34.43429947,-118.5100021,1
36.6147995,-121.6340027,1
35.15739822,-117.9830017,1
35.77719879,-119.3079987,1
37.22850037,-121.7389984,1
38.76950073,-123.0210037,1
37.26890183,-121.8610001,1
35.14149857,-117.9649963,1
36.14089966,-119.5660019,1
40.15029907,-120.125,1
38.34320068,-121.1169968,1
34.8404007,-118.3909988,1
34.82220078,-118.5279999,1
32.66830063,-115.5599976,1
33.67369843,-114.737999,1
33.68420029,-114.7399979,1
35.21099854,-119.3880005,1
35.31510162,-118.810997,1
35.2052002,-118.0699997,1
35.3268013,-118.9789963,1
34.51190186,-117.9160004,1
34.59740067,-117.9309998,1
34.65510178,-118.0820007,1
34.74349976,-117.9729996,1
34.74769974,-117.9729996,1
34.03850174,-117.5660019,1
35.75920105,-119.3479996,1
35.33000183,-118.9929962,1
34.68809891,-117.9899979,1
35.59090042,-119.4049988,1
34.11199951,-117.2730026,1
37.69200134,-121.7170029,1
36.62060165,-119.6679993,1
34.61560059,-117.9369965,1
33.16559982,-115.5490036,1
35.12779999,-119.2490005,1
36.6169014,-120.1050034,1
36.25730133,-119.7969971,1
34.10839844,-117.7850037,1
36.21780014,-119.9069977,1
36.26480103,-117.9950027,1
33.52159882,-117.1819992,1
33.24969864,-117.0220032,1
33.26940155,-117.0579987,1
32.79339981,-115.7809982,1
32.79339981,-115.7730026,1
33.55720139,-116.6419983,1
33.01929855,-116.8600006,1
37.84019852,-121.2149963,1
38.43619919,-121.4660034,1
33.04370117,-115.6279984,1
36.98939896,-120.8779984,1
37.05630112,-120.1669998,1
35.31959915,-120.6910019,1
38.32550049,-121.9830017,1
36.0644989,-119.560997,1
32.79040146,-115.862999,1
32.83200073,-115.5059967,1
38.19480133,-122.663002,1
36.91630173,-119.9720001,1
38.79380035,-121.3820038,1
37.28689957,-121.814003,1
33.15840149,-115.5319977,1
33.18640137,-115.4290009,1
34.82590103,-118.3320007,1
34.72219849,-118.2809982,1
34.73699951,-118.3040009,1
34.74509811,-120.5100021,1
34.70569992,-118.3010025,1
38.16070175,-122.2139969,1
33.71780014,-116.197998,1
34.82109833,-118.4980011,1
34.90409851,-117.1029968,1
37.94520187,-122.3789978,1
32.79320145,-115.8570023,1
32.66139984,-115.6060028,1
34.65639877,-118.2819977,1
34.68080139,-118.3190002,1
34.74209976,-118.3030014,1
35.28329849,-118.0100021,1
36.24940109,-119.9000015,1
38.21670151,-122.5429993,1
33.77019882,-116.9039993,1
36.71640015,-120.3919983,1
36.70899963,-120.4140015,1
36.70909882,-120.3970032,1
36.20460129,-119.9179993,1
38.70460129,-121.4779968,1
35.21369934,-119.3949966,1
40.12220001,-122.189003,1
36.35359955,-119.401001,1
36.58499908,-119.4700012,1
35.6094017,-119.7009964,1
36.23400116,-119.9000015,1
38.23749924,-122.276001,1
34.84090042,-118.3830032,1
33.10150146,-116.0,1
37.24860001,-121.1090012,1
37.08760071,-120.1500015,1
36.54729843,-119.4309998,1
36.73460007,-120.6149979,1
36.82559967,-120.3180008,1
35.7344017,-119.7320023,1
35.50120163,-119.7490005,1
34.13150024,-118.7009964,1
32.91070175,-115.512001,1
38.58369827,-122.8649979,1
36.64810181,-120.2460022,1
35.59600067,-120.6900024,1
33.75999832,-117.1880035,1
33.79809952,-117.0169983,1
33.69609833,-117.2180023,1
38.69850159,-120.8310013,1
33.21070099,-117.177002,1
32.88529968,-115.5370026,1
38.53910065,-122.8150024,1
33.94749832,-117.6399994,1
32.82550049,-115.7750015,1
33.16650009,-115.4960022,1
35.47060013,-120.6350021,1
38.63830185,-121.0559998,1
38.042099,-120.935997,1
35.57580185,-119.7870026,1
33.65999985,-114.7369995,1
33.21229935,-117.302002,1
34.83010101,-118.3710022,1
36.21220016,-119.8740005,1
38.15599823,-122.5660019,1
33.79560089,-115.3710022,1
33.79439926,-115.3420029,1
37.10960007,-120.2979965,1
34.81420136,-118.3889999,1
34.56439972,-117.6940002,1
39.65159988,-121.6500015,1
34.68730164,-118.3199997,1
32.66040039,-115.6299973,1
34.91540146,-118.3550034,1
40.41798513158031,-124.47184652921426,0
40.437539245996945,-124.47184652921426,0
40.45709336041358,-124.47184652921426,0
40.398431017163674,-124.45027397218848,0
40.41798513158031,-124.45027397218848,0
40.437539245996945,-124.45027397218848,0
40.45709336041358,-124.45027397218848,0
40.47664747483021,-124.45027397218848,0
40.496201589246844,-124.45027397218848,0
40.51575570366348,-124.45027397218848,0
40.37887690274704,-124.4287014151627,0
40.398431017163674,-124.4287014151627,0
40.41798513158031,-124.4287014151627,0
40.437539245996945,-124.4287014151627,0
40.45709336041358,-124.4287014151627,0
40.47664747483021,-124.4287014151627,0
40.496201589246844,-124.4287014151627,0
40.51575570366348,-124.4287014151627,0
40.53530981808011,-124.4287014151627,0
40.554863932496744,-124.4287014151627,0
41.82588136957796,-124.4287014151627,0
41.84543548399459,-124.4287014151627,0
41.86498959841123,-124.4287014151627,0
40.22244398741397,-124.40712885813694,0
40.2419981018306,-124.40712885813694,0
40.26155221624724,-124.40712885813694,0
40.28110633066387,-124.40712885813694,0
40.3006604450805,-124.40712885813694,0
40.32021455949714,-124.40712885813694,0
40.339768673913774,-124.40712885813694,0
40.3593227883304,-124.40712885813694,0
40.37887690274704,-124.40712885813694,0
40.398431017163674,-124.40712885813694,0
40.41798513158031,-124.40712885813694,0
40.437539245996945,-124.40712885813694,0
40.45709336041358,-124.40712885813694,0
40.47664747483021,-124.40712885813694,0
40.496201589246844,-124.40712885813694,0
40.51575570366348,-124.40712885813694,0
40.53530981808011,-124.40712885813694,0
40.554863932496744,-124.40712885813694,0
40.57441804691338,-124.40712885813694,0
40.593972161330015,-124.40712885813694,0
41.786773140744685,-124.40712885813694,0
41.80632725516132,-124.40712885813694,0
41.82588136957796,-124.40712885813694,0
41.84543548399459,-124.40712885813694,0
41.86498959841123,-124.40712885813694,0
40.22244398741397,-124.38555630111117,0
40.2419981018306,-124.38555630111117,0
40.26155221624724,-124.38555630111117,0
40.28110633066387,-124.38555630111117,0
40.3006604450805,-124.38555630111117,0
40.32021455949714,-124.38555630111117,0
40.339768673913774,-124.38555630111117,0
40.3593227883304,-124.38555630111117,0
40.37887690274704,-124.38555630111117,0
40.398431017163674,-124.38555630111117,0
40.41798513158031,-124.38555630111117,0
40.437539245996945,-124.38555630111117,0
40.45709336041358,-124.38555630111117,0
40.47664747483021,-124.38555630111117,0
40.496201589246844,-124.38555630111117,0
40.51575570366348,-124.38555630111117,0
40.53530981808011,-124.38555630111117,0
40.554863932496744,-124.38555630111117,0
40.57441804691338,-124.38555630111117,0
40.593972161330015,-124.38555630111117,0
40.61352627574665,-124.38555630111117,0
40.633080390163286,-124.38555630111117,0
41.786773140744685,-124.38555630111117,0
41.80632725516132,-124.38555630111117,0
41.82588136957796,-124.38555630111117,0
41.84543548399459,-124.38555630111117,0
41.86498959841123,-124.38555630111117,0
41.884543712827856,-124.38555630111117,0
40.20288987299733,-124.36398374408539,0
40.22244398741397,-124.36398374408539,0
40.2419981018306,-124.36398374408539,0
40.26155221624724,-124.36398374408539,0
40.28110633066387,-124.36398374408539,0
40.3006604450805,-124.36398374408539,0
40.32021455949714,-124.36398374408539,0
40.339768673913774,-124.36398374408539,0
40.3593227883304,-124.36398374408539,0
40.37887690274704,-124.36398374408539,0
40.398431017163674,-124.36398374408539,0
40.41798513158031,-124.36398374408539,0
40.437539245996945,-124.36398374408539,0
40.45709336041358,-124.36398374408539,0
40.47664747483021,-124.36398374408539,0
40.496201589246844,-124.36398374408539,0
40.51575570366348,-124.36398374408539,0
40.53530981808011,-124.36398374408539,0
40.554863932496744,-124.36398374408539,0
40.57441804691338,-124.36398374408539,0
40.593972161330015,-124.36398374408539,0
40.61352627574665,-124.36398374408539,0
40.633080390163286,-124.36398374408539,0
40.652634504579915,-124.36398374408539,0
40.67218861899655,-124.36398374408539,0
41.76721902632806,-124.36398374408539,0
41.786773140744685,-124.36398374408539,0
41.80632725516132,-124.36398374408539,0
41.82588136957796,-124.36398374408539,0
41.84543548399459,-124.36398374408539,0
41.86498959841123,-124.36398374408539,0
41.884543712827856,-124.36398374408539,0
40.1833357585807,-124.34241118705961,0
40.20288987299733,-124.34241118705961,0
40.22244398741397,-124.34241118705961,0
40.2419981018306,-124.34241118705961,0
40.26155221624724,-124.34241118705961,0
40.28110633066387,-124.34241118705961,0
40.3006604450805,-124.34241118705961,0
40.32021455949714,-124.34241118705961,0
40.339768673913774,-124.34241118705961,0
40.3593227883304,-124.34241118705961,0
40.37887690274704,-124.34241118705961,0
40.398431017163674,-124.34241118705961,0
40.41798513158031,-124.34241118705961,0
40.437539245996945,-124.34241118705961,0
40.45709336041358,-124.34241118705961,0
40.47664747483021,-124.34241118705961,0
40.496201589246844,-124.34241118705961,0
40.51575570366348,-124.34241118705961,0
40.53530981808011,-124.34241118705961,0
40.554863932496744,-124.34241118705961,0
40.57441804691338,-124.34241118705961,0
40.593972161330015,-124.34241118705961,0
40.61352627574665,-124.34241118705961,0
40.633080390163286,-124.34241118705961,0
40.652634504579915,-124.34241118705961,0
40.67218861899655,-124.34241118705961,0
40.691742733413186,-124.34241118705961,0
41.74766491191142,-124.34241118705961,0
41.76721902632806,-124.34241118705961,0
41.786773140744685,-124.34241118705961,0
41.80632725516132,-124.34241118705961,0
41.82588136957796,-124.34241118705961,0
41.84543548399459,-124.34241118705961,0
41.86498959841123,-124.34241118705961,0
40.16378164416407,-124.32083863003383,0
40.1833357585807,-124.32083863003383,0
40.20288987299733,-124.32083863003383,0
40.22244398741397,-124.32083863003383,0
40.2419981018306,-124.32083863003383,0
40.26155221624724,-124.32083863003383,0
40.28110633066387,-124.32083863003383,0
40.3006604450805,-124.32083863003383,0
40.32021455949714,-124.32083863003383,0
40.339768673913774,-124.32083863003383,0
40.3593227883304,-124.32083863003383,0
40.37887690274704,-124.32083863003383,0
40.398431017163674,-124.32083863003383,0
40.41798513158031,-124.32083863003383,0
40.437539245996945,-124.32083863003383,0
40.45709336041358,-124.32083863003383,0
40.47664747483021,-124.32083863003383,0
40.496201589246844,-124.32083863003383,0
40.51575570366348,-124.32083863003383,0
40.53530981808011,-124.32083863003383,0
40.554863932496744,-124.32083863003383,0
40.57441804691338,-124.32083863003383,0
40.593972161330015,-124.32083863003383,0
40.61352627574665,-124.32083863003383,0
40.633080390163286,-124.32083863003383,0
40.652634504579915,-124.32083863003383,0
40.67218861899655,-124.32083863003383,0
40.691742733413186,-124.32083863003383,0
40.711296847829814,-124.32083863003383,0
40.73085096224645,-124.32083863003383,0
41.74766491191142,-124.32083863003383,0
41.76721902632806,-124.32083863003383,0
41.786773140744685,-124.32083863003383,0
41.80632725516132,-124.32083863003383,0
41.82588136957796,-124.32083863003383,0
41.84543548399459,-124.32083863003383,0
41.86498959841123,-124.32083863003383,0
40.16378164416407,-124.29926607300807,0
40.1833357585807,-124.29926607300807,0
40.20288987299733,-124.29926607300807,0
40.22244398741397,-124.29926607300807,0
40.2419981018306,-124.29926607300807,0
40.26155221624724,-124.29926607300807,0
40.28110633066387,-124.29926607300807,0
40.3006604450805,-124.29926607300807,0
40.32021455949714,-124.29926607300807,0
40.339768673913774,-124.29926607300807,0
40.3593227883304,-124.29926607300807,0
40.37887690274704,-124.29926607300807,0
40.398431017163674,-124.29926607300807,0
40.41798513158031,-124.29926607300807,0
40.437539245996945,-124.29926607300807,0
40.45709336041358,-124.29926607300807,0
40.47664747483021,-124.29926607300807,0
40.496201589246844,-124.29926607300807,0
40.51575570366348,-124.29926607300807,0
40.53530981808011,-124.29926607300807,0
40.554863932496744,-124.29926607300807,0
40.57441804691338,-124.29926607300807,0
40.593972161330015,-124.29926607300807,0
40.61352627574665,-124.29926607300807,0
40.633080390163286,-124.29926607300807,0
40.652634504579915,-124.29926607300807,0
40.67218861899655,-124.29926607300807,0
40.691742733413186,-124.29926607300807,0
40.711296847829814,-124.29926607300807,0
40.73085096224645,-124.29926607300807,0
40.750405076663085,-124.29926607300807,0
41.728110797494786,-124.29926607300807,0
41.74766491191142,-124.29926607300807,0
41.76721902632806,-124.29926607300807,0
41.786773140744685,-124.29926607300807,0
41.80632725516132,-124.29926607300807,0
41.82588136957796,-124.29926607300807,0
41.84543548399459,-124.29926607300807,0
41.98231428491103,-124.29926607300807,0
40.14422752974743,-124.27769351598229,0
40.16378164416407,-124.27769351598229,0
40.1833357585807,-124.27769351598229,0
40.20288987299733,-124.27769351598229,0
40.22244398741397,-124.27769351598229,0
40.2419981018306,-124.27769351598229,0
40.26155221624724,-124.27769351598229,0
40.28110633066387,-124.27769351598229,0
40.3006604450805,-124.27769351598229,0
40.32021455949714,-124.27769351598229,0
40.339768673913774,-124.27769351598229,0
40.3593227883304,-124.27769351598229,0
40.37887690274704,-124.27769351598229,0
40.398431017163674,-124.27769351598229,0
40.41798513158031,-124.27769351598229,0
40.437539245996945,-124.27769351598229,0
40.45709336041358,-124.27769351598229,0
40.47664747483021,-124.27769351598229,0
40.496201589246844,-124.27769351598229,0
40.51575570366348,-124.27769351598229,0
40.53530981808011,-124.27769351598229,0
40.554863932496744,-124.27769351598229,0
40.57441804691338,-124.27769351598229,0
40.593972161330015,-124.27769351598229,0
40.61352627574665,-124.27769351598229,0
40.633080390163286,-124.27769351598229,0
40.652634504579915,-124.27769351598229,0
40.67218861899655,-124.27769351598229,0
40.691742733413186,-124.27769351598229,0
40.711296847829814,-124.27769351598229,0
40.73085096224645,-124.27769351598229,0
40.750405076663085,-124.27769351598229,0
40.76995919107972,-124.27769351598229,0
40.78951330549636,-124.27769351598229,0
41.728110797494786,-124.27769351598229,0
41.74766491191142,-124.27769351598229,0
41.76721902632806,-124.27769351598229,0
41.786773140744685,-124.27769351598229,0
41.80632725516132,-124.27769351598229,0
41.82588136957796,-124.27769351598229,0
41.84543548399459,-124.27769351598229,0
41.86498959841123,-124.27769351598229,0
41.884543712827856,-124.27769351598229,0
41.92365194166113,-124.27769351598229,0
41.94320605607776,-124.27769351598229,0
41.96276017049439,-124.27769351598229,0
41.98231428491103,-124.27769351598229,0
40.1246734153308,-124.25612095895652,0
40.14422752974743,-124.25612095895652,0
40.16378164416407,-124.25612095895652,0
40.1833357585807,-124.25612095895652,0
40.20288987299733,-124.25612095895652,0
40.22244398741397,-124.25612095895652,0
40.2419981018306,-124.25612095895652,0
40.26155221624724,-124.25612095895652,0
40.28110633066387,-124.25612095895652,0
40.3006604450805,-124.25612095895652,0
40.32021455949714,-124.25612095895652,0
40.339768673913774,-124.25612095895652,0
40.3593227883304,-124.25612095895652,0
40.37887690274704,-124.25612095895652,0
40.398431017163674,-124.25612095895652,0
40.41798513158031,-124.25612095895652,0
40.437539245996945,-124.25612095895652,0
40.45709336041358,-124.25612095895652,0
40.47664747483021,-124.25612095895652,0
40.496201589246844,-124.25612095895652,0
40.51575570366348,-124.25612095895652,0
40.53530981808011,-124.25612095895652,0
40.554863932496744,-124.25612095895652,0
40.57441804691338,-124.25612095895652,0
40.593972161330015,-124.25612095895652,0
40.61352627574665,-124.25612095895652,0
40.633080390163286,-124.25612095895652,0
40.652634504579915,-124.25612095895652,0
40.67218861899655,-124.25612095895652,0
40.691742733413186,-124.25612095895652,0
40.711296847829814,-124.25612095895652,0
40.73085096224645,-124.25612095895652,0
40.750405076663085,-124.25612095895652,0
40.76995919107972,-124.25612095895652,0
40.78951330549636,-124.25612095895652,0
40.80906741991299,-124.25612095895652,0
40.82862153432962,-124.25612095895652,0
41.70855668307815,-124.25612095895652,0
41.728110797494786,-124.25612095895652,0
41.74766491191142,-124.25612095895652,0
41.76721902632806,-124.25612095895652,0
41.786773140744685,-124.25612095895652,0
41.80632725516132,-124.25612095895652,0
41.82588136957796,-124.25612095895652,0
41.84543548399459,-124.25612095895652,0
41.86498959841123,-124.25612095895652,0
41.884543712827856,-124.25612095895652,0
41.90409782724449,-124.25612095895652,0
41.92365194166113,-124.25612095895652,0
41.94320605607776,-124.25612095895652,0
41.96276017049439,-124.25612095895652,0
41.98231428491103,-124.25612095895652,0
40.10511930091416,-124.23454840193074,0
40.1246734153308,-124.23454840193074,0
40.14422752974743,-124.23454840193074,0
40.16378164416407,-124.23454840193074,0
40.1833357585807,-124.23454840193074,0
40.20288987299733,-124.23454840193074,0
40.22244398741397,-124.23454840193074,0
40.2419981018306,-124.23454840193074,0
40.26155221624724,-124.23454840193074,0
40.28110633066387,-124.23454840193074,0
40.3006604450805,-124.23454840193074,0
40.32021455949714,-124.23454840193074,0
40.339768673913774,-124.23454840193074,0
40.3593227883304,-124.23454840193074,0
40.37887690274704,-124.23454840193074,0
40.398431017163674,-124.23454840193074,0
40.41798513158031,-124.23454840193074,0
40.437539245996945,-124.23454840193074,0
40.45709336041358,-124.23454840193074,0
40.47664747483021,-124.23454840193074,0
40.496201589246844,-124.23454840193074,0
40.51575570366348,-124.23454840193074,0
40.53530981808011,-124.23454840193074,0
40.554863932496744,-124.23454840193074,0
40.57441804691338,-124.23454840193074,0
40.593972161330015,-124.23454840193074,0
40.61352627574665,-124.23454840193074,0
40.633080390163286,-124.23454840193074,0
40.652634504579915,-124.23454840193074,0
40.67218861899655,-124.23454840193074,0
40.691742733413186,-124.23454840193074,0
40.711296847829814,-124.23454840193074,0
40.73085096224645,-124.23454840193074,0
40.750405076663085,-124.23454840193074,0
40.76995919107972,-124.23454840193074,0
40.78951330549636,-124.23454840193074,0
40.80906741991299,-124.23454840193074,0
40.82862153432962,-124.23454840193074,0
40.848175648746256,-124.23454840193074,0
41.08282502174586,-124.23454840193074,0
41.1023791361625,-124.23454840193074,0
41.12193325057913,-124.23454840193074,0
41.14148736499577,-124.23454840193074,0
41.161041479412404,-124.23454840193074,0
41.317474394745474,-124.23454840193074,0
